,Reg no.,Name,Incorp-orated,Dissolved,Type
3546,2926927,"Anowei Limited
澳諾威有限公司",2020-03-25,,"Private, ltd by shares"
3547,2932309,ANP Holding Limited,2020-04-16,,"Private, ltd by shares"
3548,2947339,"Anp trading LIMITED (HK)
安萍貿易有限公司",2020-06-01,,"Private, ltd by shares"
3549,2925290,Anphora Life Science Limited,2020-03-20,,"Private, ltd by shares"
3550,2952731,"ANPING BIAOJIAN IRON NAIL MAKING CO., LIMITED
安平縣表建制釘有限公司",2020-06-17,,"Private, ltd by shares"
3551,2989787,"ANPING GRILL LIMITED
安平燒肉有限公司",2020-11-02,,"Private, ltd by shares"
3552,2926799,"ANPING JUGUANG WIRE MESH MANUFACTURING CO., LIMITED",2020-03-25,,"Private, ltd by shares"
3553,2998744,"ANPING XINSEN METAL PRODUCTS CO., LIMITED
安平鑫森金屬製品有限公司",2020-12-01,,
3554,2943025,"ANPING ZS MESH MANUFACTURE CO., LIMITED
安平縣子申金屬絲網製品有限公司",2020-05-19,,"Private, ltd by shares"
3555,2928111,"ANPUT LIMITED
安普泰有限公司",2020-03-30,,"Private, ltd by shares"
3556,2957610,Anpviz Security Electronic Limited,2020-07-06,,"Private, ltd by shares"
3557,2949798,Anqier Trading HK Limited,2020-06-09,,"Private, ltd by shares"
3558,2950058,"Anqing RunChng Industrial Co., Limited
安慶潤成實業有限公司",2020-06-09,,"Private, ltd by shares"
3559,2987223,"Anqiu Fuyuan Plant Nutrient Technology Co., Limited",2020-10-22,,"Private, ltd by shares"
3560,2980386,"Anric Catering Group Limited
安域餐飲集團有限公司",2020-09-25,,"Private, ltd by shares"
3561,2911264,"ANRONG TECHNOLOGY CO., LIMITED",2020-01-13,,"Private, ltd by shares"
3562,2943513,"ANRUN TRADING LIMITED
安潤國際貿易有限公司",2020-05-20,,"Private, ltd by shares"
3563,2922340,ANS IMPORT AND EXPORT LIMITED,2020-03-10,,"Private, ltd by shares"
3564,2997182,"Ansay Aimei Biotechnology Co., Limited
安薩伊美生物科技有限公司",2020-11-25,,
3565,2929107,"ANSEN TRADE LIMITED
安順貿易有限公司",2020-04-02,,"Private, ltd by shares"
3566,2971067,"ANSETT ENTERPRISE (HK) LIMITED
安捷企業(香港)有限公司",2020-08-25,,"Private, ltd by shares"
3567,2934910,"Ansett International Trading Company Limited
安捷妮國際貿易有限公司",2020-04-22,,"Private, ltd by shares"
3568,3004897,ANSHUN LIMITED,2020-12-25,,
3569,2915957,"Anshunda International Import And Export Co., Limited
安順達國際進出口有限公司",2020-02-10,,"Private, ltd by shares"
3570,2924974,"ANSHUNDA SHIPPING COMPANY LIMITED
安順達船務有限公司",2020-03-19,,"Private, ltd by shares"
3571,2935833,"Anshunda Trade Co., Limited
安順達貿易有限公司",2020-04-24,,"Private, ltd by shares"
3572,2935449,"Ansian Hygiene Control Limited
安尚衛生管控有限公司",2020-04-23,,"Private, ltd by shares"
3573,2938994,"Anson Crop Limited
安仁貿易有限公司",2020-05-06,,"Private, ltd by shares"
3574,3003031,"ANSON HO INTERNATIONAL TRADE LIMITED
安成合國際貿易有限公司",2020-12-18,,
3575,2954435,"Anson International Accounting Centre Limited
安迅國際會計中心有限公司",2020-06-23,,"Private, ltd by shares"
3576,2958487,"Anson Technology (HK) Limited
安訊科技(香港)有限公司",2020-07-08,,"Private, ltd by shares"
3577,2967534,"Anson Zakka Limited
安喬兒童用品有限公司",2020-08-12,,"Private, ltd by shares"
3578,2990354,ANSON.GSF LIMITED,2020-11-03,,"Private, ltd by shares"
3579,2990126,Anstell Co. Limited,2020-11-03,,"Private, ltd by shares"
3580,2955826,"Ansun (HongKong) Limited
安迅（香港）有限公司",2020-06-30,,"Private, ltd by shares"
3581,2962855,"ansureon Limited
安順華有限公司",2020-07-24,,"Private, ltd by shares"
3582,3006319,"Answer Electronics (HK) Co., Limited
安馳電子 (香港) 有限公司",2020-12-30,,
3583,2918976,"ANT AND ELEPHANT CONSORTIUM CO., LIMITED",2020-02-26,,"Private, ltd by shares"
3584,2918190,ANT DEVELOPMENT LIMITED,2020-02-25,,"Private, ltd by shares"
3585,2913548,"ANT ELECTRONIC TECHNOLOGY (HK) CO., LIMITED
螞蟻電子科技(香港)有限公司",2020-01-20,,"Private, ltd by shares"
3586,2924395,ANT ENTERPRISE LIMITED,2020-03-17,,"Private, ltd by shares"
3587,2965084,"Ant Express (Hong Kong) Limited
螞蟻配送(香港)有限公司",2020-08-04,,"Private, ltd by shares"
3588,2938351,"Ant Group (Hong Kong) Limited
螞蟻集團 (香港) 有限公司",2020-05-05,,"Private, ltd by shares"
3589,2988548,"Ant House Residential Rental Limited
螞蟻居住宅租務有限公司",2020-10-28,,"Private, ltd by shares"
3590,2928195,"ANT MACHINERY (HONGKONG) CO., LIMITED
螞蟻機服(香港)有限公司",2020-03-31,,"Private, ltd by shares"
3591,2935466,"Ant Man Postman Limited
勝和有限公司",2020-04-23,,"Private, ltd by shares"
3592,2960801,"ANT PCBA (HK) CO., LIMITED",2020-07-15,,"Private, ltd by shares"
3593,3001865,"Ant Power International Trade Limited
螞蟻力量國際貿易有限公司",2020-12-14,,
3594,2998821,ANT WINE ASIA LIMITED,2020-12-01,,
3595,2978381,"Ant-App Limited
碼域應用有限公司",2020-09-17,,"Private, ltd by shares"
3596,2983336,Antaes Asia (Hong Kong) Limited,2020-10-08,,"Private, ltd by shares"
3597,2954229,"Antai Food Company Limited
安泰食品有限公司",2020-06-23,,"Private, ltd by shares"
3598,2983799,AnTai Holding Limited,2020-10-09,,"Private, ltd by shares"
3599,2993157,Antares Broker Limited,2020-11-12,,"Private, ltd by shares"
3600,2948147,"Antbon Limited
岸邦有限公司",2020-06-03,,"Private, ltd by shares"
3601,2954154,"Antcloud Supply Chain Management Co., Limited
雲蟻供應鏈管理有限公司",2020-06-23,,"Private, ltd by shares"
3602,2931543,ANTDREAM LIMITED,2020-04-14,,"Private, ltd by shares"
3603,3005178,"ANTE TECHNOLOGY DEVELOPMENT LIMITED
安特科技發展有限公司",2020-12-28,,
3604,3001935,"Anteanus Technology Co., Limited
原始人科技有限公司",2020-12-14,,
3605,2953916,"ANTELOPE EDUCATION LIMITED
小羚羊教育有限公司",2020-06-22,,"Private, ltd by shares"
3606,2947460,"ANTENNAS OF SOUL LIMITED
一雙手有限公司",2020-06-02,,"Private, ltd by shares"
3607,3006754,"AnTeNuo Technology Limited
安特諾科技有限公司",2020-12-31,,
3608,3004449,"Anteri International Limited
安泰里國際有限公司",2020-12-23,,
3609,3006487,"ANTES TECHNOLOGIES (HK) COMPANY LIMITED
安泰思科技有限公司",2020-12-31,,
3610,2927857,"ANTES TECHNOLOGY LIMITED
安特思科技有限公司",2020-03-30,,"Private, ltd by shares"
3611,2948960,ANTHEMIS LIMITED (HK),2020-06-05,,"Private, ltd by shares"
3612,2966709,ANTHEROH CORPORATION LIMITED,2020-08-10,,"Private, ltd by shares"
3613,2925325,Anthesis (Asia) Limited,2020-03-20,,"Private, ltd by shares"
3614,2908155,"ANTHONY TRADING DEVELOP LIMITED
安得利貿易拓展有限公司",2020-01-03,,"Private, ltd by shares"
3615,2971178,"Anti-V&B Limited
恒常潔有限公司",2020-08-25,,"Private, ltd by shares"
3616,2929852,"Antibacterial Specialist Limited
抗菌專家有限公司",2020-04-07,,"Private, ltd by shares"
3617,2951171,"ANTICLOCKWISE MARKETING PLAN LIMITED
逆時針營銷策劃有限公司",2020-06-12,,"Private, ltd by shares"
3618,2936188,"ANTICOVID FOUNDATION CO., LIMITED
安體可維國際基金會有限公司",2020-04-27,,"Private, ltd by shares"
3619,2908886,"ANTION (HK) INTERNATIONAL TRADE LIMITED
香港安辰國際貿易有限公司",2020-01-06,,"Private, ltd by shares"
3620,2969433,"Antisa International Limited
安帝薩國際有限公司",2020-08-19,,"Private, ltd by shares"
3621,3004472,"ANTN (HK) CONSULTING MANAGEMENT CO., LIMITED
蟻巢(香港)諮詢管理有限公司",2020-12-23,,
3622,2932603,"Anto Global Limited
安東環球有限公司",2020-04-16,,"Private, ltd by shares"
3623,2926516,"Antoda Technology Limited
安拓達科技有限公司",2020-03-25,,"Private, ltd by shares"
3624,3005486,"Anton Chuangfu Futures Co., Limited
安東創富期貨股份有限公司",2020-12-29,,
3625,2969229,"ANTON DECOTECH LIMITED
優騰建材科技有限公司",2020-08-18,,"Private, ltd by shares"
3626,2986040,"Anton Global Futures Investment Management Limited
安東環球期貨投資管理有限公司",2020-10-19,,"Private, ltd by shares"
3627,2940011,"Anton Trading Limited
安東貿易有限公司",2020-05-08,,"Private, ltd by shares"
3628,3005811,"Antonia Apparel Co., Limited
愛拓妮婭服飾有限公司",2020-12-29,,
3629,2991910,"ANTONY DESIGN LIMITED
安思宜家居裝飾設計有限公司",2020-11-06,,"Private, ltd by shares"
3630,2987730,ANTONY E-COMMERCE LIMITED,2020-10-23,,"Private, ltd by shares"
3631,2962805,"Antornet Co., Limited
安托網絡有限公司",2020-07-24,,"Private, ltd by shares"
3632,2968979,ANTPA INTERNATIONAL COMPANY LIMITED,2020-08-18,,"Private, ltd by shares"
3633,2943470,"ANTPole CO., Limited
安特波科技有限公司",2020-05-20,,"Private, ltd by shares"
3634,2985552,"ANTRADE ELECTRONIC CO., LIMITED
安貿電子有限公司",2020-10-16,,"Private, ltd by shares"
3635,2947696,"Ants Partner Company Limited
小企通有限公司",2020-06-02,,"Private, ltd by shares"
3636,2966699,"ANTWAY SHIPPING CO., LIMITED
蟻路船務有限公司",2020-08-10,,"Private, ltd by shares"
3637,2918931,"ANTY ENTERPRISE CO., LIMITED
安特企業有限公司",2020-02-26,,"Private, ltd by shares"
3638,2995188,ANU AND SUNI LIMITED,2020-11-19,,"Private, ltd by shares"
3639,3004919,"Anunnaki Technology Limited
阿努納奇科技有限公司",2020-12-26,,
3640,2943401,ANURIUS LIMITED,2020-05-20,,"Private, ltd by shares"
3641,2919258,ANVIL TECHNOLOGY LIMITED (HK),2020-02-27,,"Private, ltd by shares"
3642,2974919,"ANVOW TECHNOLOGY LIMITED
安沃科技有限公司",2020-09-04,,"Private, ltd by shares"
3643,2924635,"Anwai Limited
安為有限公司",2020-03-18,,"Private, ltd by shares"
3644,2914288,"Anway Electronics Technology Co., Limited
安為電子技術有限公司",2020-01-22,,"Private, ltd by shares"
3645,2956029,"ANWINN INTERNATIONAL LIMITED
安竤國際有限公司",2020-06-30,,"Private, ltd by shares"
3646,2925345,"ANXIN (HK) INT'L HOLDING LIMITED
安心(香港)國際控股有限公司",2020-03-20,,"Private, ltd by shares"
3647,2934932,"Anxin Construction Engineering Company Limited
安心建築工程有限公司",2020-04-22,,"Private, ltd by shares"
3648,2955635,"Anxinchuang Trade Co., Limited
安新創貿易有限公司",2020-06-29,,"Private, ltd by shares"
3649,2961123,"ANXK Company Limited
亞希有限公司",2020-07-16,,"Private, ltd by shares"
3650,2994917,"ANXU (HK) TRADE CO., LIMITED
安旭(香港)貿易有限公司",2020-11-18,,"Private, ltd by shares"
3651,2917155,"ANYAKN CHEMICAL GROUP LIMITED
安雅康化工集團有限公司",2020-02-21,,"Private, ltd by shares"
3652,2928747,Anychem Limited,2020-04-01,,"Private, ltd by shares"
3653,2994223,ANYCOLOUR LIMITED,2020-11-16,,"Private, ltd by shares"
3654,2947642,"ANYI ELECTRONIC TECHNOLOGY LIMITED
安翼電子科技有限公司",2020-06-02,,"Private, ltd by shares"
3655,2988066,"ANYI ELECTRONICS (HK) LIMITED
安奕電子(香港)有限公司",2020-10-27,,"Private, ltd by shares"
3656,2933829,"ANYI LIMITED
安藝實創有限公司",2020-04-20,,"Private, ltd by shares"
3657,2966248,"Anyina Trading Co., Limited",2020-08-07,,"Private, ltd by shares"
3658,2932002,"Anyo Group Co., Limited
安悅集團有限公司",2020-04-15,,"Private, ltd by shares"
3659,2950305,"ANYONE (HK) COMPANY LIMITED
甲乙丙有限公司",2020-06-10,,"Private, ltd by shares"
3660,2965215,Anyory Limited,2020-08-04,,"Private, ltd by shares"
3661,2964867,Anyoung International Development Limited,2020-08-03,,"Private, ltd by shares"
3662,2995484,"Anytak Technology Limited
艾利特科技有限公司",2020-11-19,,"Private, ltd by shares"
3663,2965238,"Anyu Electrical & Mechanical Equipment (HK) Co., Limited",2020-08-04,,"Private, ltd by shares"
3664,2914432,"Anyuan Biotech Co., Limited
安源生物技術有限公司",2020-01-22,,"Private, ltd by shares"
3665,2944135,Anyuan Meditec Limited,2020-05-21,,"Private, ltd by shares"
3666,3006013,"Anywhere International Trading Company Limited
宇通國際貿易有限公司",2020-12-30,,
3667,2971786,ANYWISE LIMITED (HK),2020-08-27,,"Private, ltd by shares"
3668,2942177,"ANZ Possibility Infinity S&D Co., Limited",2020-05-15,,"Private, ltd by shares"
3669,2997723,"ANZE HOLDING LIMITED
安澤控股有限公司",2020-11-27,,
3670,2967659,"Anzen-daiichi (HK) Limited
安森一號(香港)有限公司",2020-08-12,,"Private, ltd by shares"
3671,2925503,"ANZENNA SOLUTIONS LIMITED
安吉達有限公司",2020-03-20,,"Private, ltd by shares"
3672,3002346,ANZERE HOLDINGS LIMITED,2020-12-16,,
3673,2937650,ANZHENG LIMITED,2020-04-30,,"Private, ltd by shares"
3674,2971233,"Anzhibing Trading Co., Limited
安之兵貿易有限公司",2020-08-25,,"Private, ltd by shares"
3675,2934502,ANZO ENGINEERED CONTROL LIMITED,2020-04-21,,"Private, ltd by shares"
3676,2985802,ANZO TRADING FINANCE LIMITED,2020-10-19,,"Private, ltd by shares"
3677,3001549,"ANZRO LIMITED
安紀諾科技有限公司",2020-12-11,,
3678,2932163,"AO DA SHENG TRADE CO., LIMITED
奧達盛貿易有限公司",2020-04-15,,"Private, ltd by shares"
3679,2963628,"Ao Gang Group Limited
澳港集團有限公司",2020-07-28,,"Private, ltd by shares"
3680,2945380,"AO JIA DE AUTO PARTS (HONG KONG) LIMITED
奧佳德汽車零部件(香港)有限公司",2020-05-26,,"Private, ltd by shares"
3681,2961511,"AO LA KE LIMITED
奧拉克有限公司",2020-07-17,,"Private, ltd by shares"
3682,2942777,"AO SAI MOLD (HK) LIMITED
奧賽模具(香港)有限公司",2020-05-18,,"Private, ltd by shares"
3683,2953309,"Ao Shan International Limited
傲山國際有限公司",2020-06-19,,"Private, ltd by shares"
3684,2948185,AO TRADING LIMITED,2020-06-03,,"Private, ltd by shares"
3685,2949732,"Ao Zhong Industrial Limited
傲忠實業有限公司",2020-06-08,,"Private, ltd by shares"
3686,2949612,"AOB Group Limited
木仁巷有限公司",2020-06-08,,"Private, ltd by shares"
3687,2931191,AOB KOREA ACCOUNTING AND ADVISORY COMPANY LIMITED,2020-04-14,,"Private, ltd by shares"
3688,2939319,"AOBANG TRADING LIMITED
澳邦貿易有限公司",2020-05-07,,"Private, ltd by shares"
3689,2909480,"Aobao Trading Co., Limited
澳寶貿易有限公司",2020-01-07,,"Private, ltd by shares"
3690,2911130,"Aobest Cable Group Co., Limited",2020-01-10,,"Private, ltd by shares"
3691,2983201,"AOBO INDUSTRY GROUP LIMITED
奧博實業集團有限公司",2020-10-07,,"Private, ltd by shares"
3692,2925524,"AOCAN CAPITAL LIMITED
奧燦資本有限公司",2020-03-20,,"Private, ltd by shares"
3693,2908496,"Aocean Global Logistics (Hong Kong) Limited
航洋貨運(香港)有限公司",2020-01-03,,"Private, ltd by shares"
3694,2980521,"AOCHUANG TRADING CO., LIMITED
澳創(香港)商貿有限公司",2020-09-25,,"Private, ltd by shares"
3695,2945193,AOD LIMITED (HK),2020-05-26,,"Private, ltd by shares"
3696,2983834,"AODA DEVELOPMENT LIMITED
歐達發展有限公司",2020-10-09,,"Private, ltd by shares"
3697,2927930,"Aodatong Limited
奧達通有限公司",2020-03-30,,"Private, ltd by shares"
3698,2955857,"Aodeli Company Limited
香港澳德利有限公司",2020-06-30,,"Private, ltd by shares"
3699,2912702,"AODUSEN LIMITED
奧都森有限公司",2020-01-16,,"Private, ltd by shares"
3700,2952709,"AODX TRADING CO., LIMITED
澳德翔貿易有限公司",2020-06-17,,"Private, ltd by shares"
3701,2984599,"AOE BABY LIMITED
一牛燒有限公司",2020-10-14,,"Private, ltd by shares"
3702,2928651,AOE TEC COMPANY LIMITED,2020-04-01,,"Private, ltd by shares"
3703,2946959,"AOER FASHION GROUP LIMITED
奧兒時尚集團有限公司",2020-06-01,,"Private, ltd by shares"
3704,2932500,"AOFANG (INTERNATIONAL) LIMITED
澳房(國際)有限公司",2020-04-16,,"Private, ltd by shares"
3705,2928331,"AOG SEMICONDUCTOR Co., LIMITED",2020-03-31,,"Private, ltd by shares"
3706,2965937,"Aogry (Hong Kong) Trading Co., Limited
奧格瑞(香港)貿易有限公司",2020-08-06,,"Private, ltd by shares"
3707,2937956,"Aohui International Co., Limited
澳匯國際有限公司",2020-05-04,,"Private, ltd by shares"
3708,2999619,"AOI (Oversea) Consultant Limited
華夏(海外)移民及投資顧問有限公司",2020-12-03,,
3709,2942628,"AOI (Oversea) Consulting and Management Limited
華夏(海外)顧問及管理有限公司",2020-05-18,,"Private, ltd by shares"
3710,2972177,"AOIKTYE CO., LIMITED",2020-08-28,,"Private, ltd by shares"
3711,2940986,AOISI LIMITED,2020-05-12,,"Private, ltd by shares"
3712,2944172,"AOJ Medical Co., Limited
奧級醫療科技有限公司",2020-05-21,,"Private, ltd by shares"
3713,2998495,"Aojia International Trade Co., Limited
奧佳國際貿易有限公司",2020-11-30,,
3714,2998286,"Aojie Technology International Limited
傲傑科技國際有限公司",2020-11-30,,
3715,2962581,"Aojie Trade Development Co., Limited
澳捷貿易拓展有限公司",2020-07-23,,"Private, ltd by shares"
3716,2912290,Aokaa Trading Limited,2020-01-15,,"Private, ltd by shares"
3717,2993981,"AOKAP TRADING LIMITED
奧佳貿易有限公司",2020-11-16,,"Private, ltd by shares"
3718,2988908,"Aoke Trading Co., Limited
奧科貿有限公司",2020-10-29,,"Private, ltd by shares"
3719,2926452,"AOKI STUDIO LIMITED
香港傲嬌有限公司",2020-03-25,,"Private, ltd by shares"
3720,2973534,"AOLAI (KOREA) DAILY CHEMICAL LIMITED
奧萊(韓國)日化有限公司",2020-09-01,,"Private, ltd by shares"
3721,2984063,"Aolaiya Biotechnology Limited
奧萊雅生物科技有限公司",2020-10-09,,"Private, ltd by shares"
3722,2986566,"Aolan Industrial Co., LIMITED
奧蘭實業有限公司",2020-10-21,,"Private, ltd by shares"
3723,2976030,"Aolga Industry Limited
香港歐嘉實業有限公司",2020-09-09,,"Private, ltd by shares"
3724,2910964,"Aolifu Trading Limited
奧利弗商貿有限公司",2020-01-10,,"Private, ltd by shares"
3725,2962147,"AolLsi Trade Limited
奧樂思國際貿易有限公司",2020-07-21,,"Private, ltd by shares"
3726,2994939,"Aollywood Film Group Co., Limited
澳淶塢電影集團股份有限公司",2020-11-18,,"Private, ltd by shares"
3727,2994964,"Aollywood International Film Festival Group Co., Limited
澳淶塢國際電影節集團有限公司",2020-11-18,,"Private, ltd by shares"
3728,2930363,"AOLUWEI PETROLEUM ENERGY INTERNATIONAL CO., LIMITED
法國澳路威石油能源國際有限公司",2020-04-08,,"Private, ltd by shares"
3729,2949067,"Aom Limited
奧姆有限公司",2020-06-05,,"Private, ltd by shares"
3730,2988091,"Aomeihui Trading Limited
奧美匯貿易有限公司",2020-10-27,,"Private, ltd by shares"
3731,2964113,"AOMERA TRADE LIMITED
亞美貿易有限公司",2020-07-30,,"Private, ltd by shares"
3732,3005011,"AOMI METAL LIMITED
澳米金屬有限公司",2020-12-28,,
3733,2977589,"AOMIAO HOLDINGS LIMITED
奧米奧控股有限公司",2020-09-15,,"Private, ltd by shares"
3734,2942420,"AOMWAY ELECTRONIC LIMITED
奧姆威電子有限公司",2020-05-18,,"Private, ltd by shares"
3735,2964448,AONE FINACING SOLUTION LIMITED,2020-07-31,,"Private, ltd by shares"
3736,2967935,"AONE LIGHTING TECHNOLOGY CO., LIMITED
一創燈飾科技(香港)有限公司",2020-08-13,,"Private, ltd by shares"
3737,2988275,"AONESY CO., LIMITED",2020-10-27,,"Private, ltd by shares"
3738,2907519,"AOOK TECHNOLOGY LIMITED
澳凱電子科技有限公司",2020-01-02,,"Private, ltd by shares"
3739,2956186,"Aoqiming Trading Limited
奧啟明貿易有限公司",2020-06-30,,"Private, ltd by shares"
3740,2961451,AOR Studio Limited,2020-07-17,,"Private, ltd by shares"
3741,2948633,"AORUIHONG TRADING LIMITED
奧瑞宏貿易有限公司",2020-06-04,,"Private, ltd by shares"
3742,2944312,AOS Architecture Limited,2020-05-22,,"Private, ltd by shares"
3743,2967839,"Aos Tiancheng Technology Co., Limited
傲世天成科技有限公司",2020-08-13,,"Private, ltd by shares"
3744,2988796,"Aosai Technology (Hong Kong) Limited
澳賽科技(香港)有限公司",2020-10-29,,"Private, ltd by shares"
3745,2952151,AOSANA LIMITED,2020-06-16,,"Private, ltd by shares"
3746,2982953,"Aosheng International (HK) Limited
奧勝國際(香港)有限公司",2020-10-07,,"Private, ltd by shares"
3747,2997659,"AOSIDA TRADE LIMITED
奧斯達貿易有限公司",2020-11-26,,
3748,2961648,"Aosiding Trade Limited
奧斯丁商貿有限公司",2020-07-17,,"Private, ltd by shares"
3749,2926518,"AOT HK LIMITED
奧特香港有限公司",2020-03-25,,"Private, ltd by shares"
3750,2917928,"AOTAI TRADING CO., LIMITED
奧泰貿易有限公司",2020-02-24,,"Private, ltd by shares"
3751,2990494,"Aote Trade Development Co., Limited
奧特貿易拓展有限公司",2020-11-03,,"Private, ltd by shares"
3752,2921211,"AOTIAN DECORATION INTERIOR DESIGN CO., LIMITED
傲天裝修室內設計有限公司",2020-03-05,,"Private, ltd by shares"
3753,2922339,"AOTLIN ELECTRICAL APPLIANCES CO., LIMITED
奧特菱電器有限公司",2020-03-10,,"Private, ltd by shares"
3754,2934433,"Aowei Technology Co., Limited
奧為電子有限公司",2020-04-21,,"Private, ltd by shares"
3755,2996383,"AOWEL TRADING LIMITED
奧唯貿易有限公司",2020-11-23,,
3756,2927900,"AOXIANG ENTERPRISES LIMITED
奧翔企業有限公司",2020-03-30,,"Private, ltd by shares"
3757,3004646,"Aoxibao Import and Export Trading Co., Limited
澳璽寶進出口商貿有限公司",2020-12-24,,
3758,2912881,"AOXIN ENGINEERING COMPANY LIMITED
奧新工程有限公司",2020-01-16,,"Private, ltd by shares"
3759,2981031,"Aoxing Technology Co., Limited
奧星科技有限公司",2020-09-28,,"Private, ltd by shares"
3760,2912796,Aoxjox Limited,2020-01-16,,"Private, ltd by shares"
3761,2916713,Aoyan (HK) Limited,2020-02-17,,"Private, ltd by shares"
3762,2987322,"Aoyang Shipping Engineering Co., Limited
敖洋船務工程有限公司",2020-10-23,,"Private, ltd by shares"
3763,2976103,"AOYASEN CO., LIMITED
奧雅森有限公司",2020-09-09,,"Private, ltd by shares"
3764,2952141,"AOYI INTERNATIONAL LIMITED
傲屹國際有限公司",2020-06-16,,"Private, ltd by shares"
3765,2993280,"Aoyrise Capital HongKong Limited
奧燁資本香港有限公司",2020-11-12,,"Private, ltd by shares"
3766,2946915,"AOYUAN INTERNATIONAL TRADE LIMITED
澳源國際貿易有限公司",2020-05-30,,"Private, ltd by shares"
3767,3006472,"AOYUAN YUEKANG HOLDINGS LIMITED
奧園悅康控股有限公司",2020-12-31,,
3768,2911763,"AOYUANG HONGKONG TECHNOLOGY CO., LIMITED
奧遠（香港）科技有限公司",2020-01-14,,"Private, ltd by shares"
3769,2933638,"Aoyue (HK) Limited
傲月(香港)有限公司",2020-04-20,,"Private, ltd by shares"
3770,2980883,AP (HK) LIMITED,2020-09-28,,"Private, ltd by shares"
3771,2943675,"AP ACRYLIC CO., LIMITED
艾埔亞克力有限公司",2020-05-20,,"Private, ltd by shares"
3772,2958060,AP Air Services Limited,2020-07-07,,"Private, ltd by shares"
3773,2964522,"AP All Perfect 777 International (HK) Limited
全美777國際(香港)有限公司",2020-07-31,,"Private, ltd by shares"
3774,3001742,AP Alpha Holdings (HK) Limited,2020-12-14,,
3775,LF7266014,AP CHINA LPF,2020-09-14,,Limited Partnership Fund
3776,2982439,"AP Environmental Technology Company Limited
愛寶環境科技有限公司",2020-10-05,,"Private, ltd by shares"
3777,2962606,AP GLOBAL M TRADE LIMITED,2020-07-23,,"Private, ltd by shares"
3778,3001703,"AP HK Holdings GP, Limited",2020-12-11,,
3779,LF7266067,"AP HK Holdings, LPF",2020-12-24,,Limited Partnership Fund
3780,2971885,"AP Innovation Enterprises Limited
景略創科企業有限公司",2020-08-27,,"Private, ltd by shares"
3781,2920553,"AP Institute Limited
愛拼公社有限公司",2020-03-03,,"Private, ltd by shares"
3782,2930297,AP Japan (HK) Limited,2020-04-08,,"Private, ltd by shares"
3783,2939626,AP Lab Limited,2020-05-07,,"Private, ltd by shares"
3784,2948697,AP PERSONAL TRAINING LIMITED,2020-06-04,,"Private, ltd by shares"
3785,2947804,"AP TOP TECHNOLOGY (IT) LIMITED
亞太科技資訊有限公司",2020-06-02,,"Private, ltd by shares"
3786,2927419,"AP TOP TECHNOLOGY LIMITED
亞太科技有限公司",2020-03-27,,"Private, ltd by shares"
3787,2997768,"AP11 Overseas Property Agency Limited
東唐海外物業代理有限公司",2020-11-27,,
3788,2971634,APA GEMS COMPANY LIMITED,2020-08-26,,"Private, ltd by shares"
3789,2936492,"APA Intelligent Remanufacturing Technology Co., Limited
亞太航空智能再製造科技有限公司",2020-04-27,,"Private, ltd by shares"
3790,2914711,"APAC Advisory Limited
歐柏顧問有限公司",2020-01-23,,"Private, ltd by shares"
3791,2976420,APAC CONSULTING LIMITED,2020-09-10,,"Private, ltd by shares"
3792,2940809,APAC Diagnostics Limited,2020-05-12,,"Private, ltd by shares"
3793,3002978,"APAC Encrypted Capital Institute Limited
亞太加密資產研究院有限公司",2020-12-18,,
3794,2982711,"APAC Intelligent Remanufacturing Co., Limited
亞太航空飛機智能再製造有限公司",2020-10-06,,"Private, ltd by shares"
3795,2983748,"APAC Investments Development Group Limited
亞太投資發展集團有限公司",2020-10-09,,"Private, ltd by shares"
3796,2921544,APAC LOGISTICS LIMITED,2020-03-06,,"Private, ltd by shares"
3797,2963616,APAC OneSolution Limited,2020-07-28,,"Private, ltd by shares"
3798,2977784,APAC Resources Hong Kong Limited,2020-09-15,,"Private, ltd by shares"
3799,2973183,"APAC RESTAURANT INTERNATIONAL ENTERPRISE LIMITED
亞太餐飲國際企業有限公司",2020-09-01,,"Private, ltd by shares"
3800,2960637,APACINSURTECH LIMITED,2020-07-15,,"Private, ltd by shares"
3801,2943613,"ApaH Capital Management Limited
上善資本管理有限公司",2020-05-20,,"Private, ltd by shares"
3802,2981359,"Apate Trade Co., Limited",2020-09-29,,"Private, ltd by shares"
3803,2910696,Apatosaur Limited,2020-01-10,,"Private, ltd by shares"
3804,2919763,"APAX LIVE (HONGKONG) LIMITED
香港川力文化有限公司",2020-02-28,,"Private, ltd by shares"
3805,2951010,aPay HK Limited,2020-06-11,,"Private, ltd by shares"
3806,2928247,"APBS LIMITED
艾比斯有限公司",2020-03-31,,"Private, ltd by shares"
3807,2996712,"APC DEVELOPMENT (HK) LIMITED
專業技能評核有限公司",2020-11-24,,
3808,2994142,"APC Opto-electronic Tech Co., Limited",2020-11-16,,"Private, ltd by shares"
3809,2985023,APC Toolplas Limited,2020-10-15,,"Private, ltd by shares"
3810,2973221,APD Equipment Maintenance & Support Limited,2020-09-01,,"Private, ltd by shares"
3811,2949951,"Ape Family Design Limited
猿類家族設計有限公司",2020-06-09,,"Private, ltd by shares"
3812,2980300,"APEC EDUCATION ASSOCIATION (GREAT BAY) LIMITED
亞太教育學會(大灣區)有限公司",2020-09-24,,Ltd by guarantee
3813,3002219,"APEDE MOD LIMITED
雅柏莫特有限公司",2020-12-15,,
